date,city,meantemp,humidity,wind_speed,meanpressure
2025-07-31,Hyderabad,25.34,70.38,4.03,1.021
2025-08-01,Hyderabad,27.36,57.06,6.7,1.0
2025-08-02,Hyderabad,29.15,68.61,4.43,1.006
2025-08-03,Hyderabad,25.63,71.98,5.17,1.026
2025-08-04,Hyderabad,27.23,57.24,6.51,1.002
2025-08-05,Hyderabad,24.69,64.78,5.41,0.988
2025-08-06,Hyderabad,26.42,53.4,6.36,1.001
2025-08-07,Hyderabad,25.38,76.22,7.98,1.012
2025-08-08,Hyderabad,23.52,60.29,8.3,1.0
2025-08-09,Hyderabad,28.83,57.0,7.3,1.004
2025-08-10,Hyderabad,27.29,60.37,7.33,1.008
2025-08-11,Hyderabad,25.44,67.13,8.35,1.009
2025-08-12,Hyderabad,26.0,68.99,7.4,1.007
2025-08-13,Hyderabad,27.01,74.4,5.19,1.018
2025-08-14,Hyderabad,22.97,65.52,11.02,1.015
2025-08-15,Hyderabad,27.05,60.85,7.93,1.007
2025-08-16,Hyderabad,25.08,62.48,8.27,1.002
2025-08-17,Hyderabad,24.99,56.05,8.65,1.015
2025-08-18,Hyderabad,27.02,70.01,8.04,1.014
2025-08-19,Hyderabad,27.12,63.67,6.81,1.032
2025-08-20,Hyderabad,25.56,60.22,8.74,1.013
2025-08-21,Hyderabad,23.61,70.95,7.68,0.999
2025-08-22,Hyderabad,28.76,67.97,5.34,1.028
2025-08-23,Hyderabad,27.65,64.15,11.05,1.012
2025-08-24,Hyderabad,26.24,60.25,9.03,1.015
2025-08-25,Hyderabad,26.28,59.48,8.13,1.009
2025-08-26,Hyderabad,23.54,55.38,9.0,0.984
2025-08-27,Hyderabad,26.58,61.35,10.49,1.005
2025-08-28,Hyderabad,27.45,61.83,8.1,1.017
2025-08-29,Hyderabad,25.17,70.19,5.88,1.013
2025-08-30,Hyderabad,27.9,68.18,11.7,1.002
2025-08-31,Hyderabad,23.27,58.25,9.19,1.015
2025-09-01,Hyderabad,26.19,57.48,9.4,0.998
2025-09-02,Hyderabad,28.27,81.36,8.6,1.016
2025-09-03,Hyderabad,24.94,53.35,6.66,0.999
2025-09-04,Hyderabad,23.0,74.55,8.41,1.014
2025-09-05,Hyderabad,25.25,63.18,9.8,1.01
2025-09-06,Hyderabad,26.9,63.04,7.18,0.996
2025-09-07,Hyderabad,21.85,62.65,7.98,0.997
2025-09-08,Hyderabad,25.71,64.54,3.56,1.001
2025-09-09,Hyderabad,26.57,66.54,5.56,1.012
2025-09-10,Hyderabad,27.77,68.88,7.68,1.005
2025-09-11,Hyderabad,24.45,67.02,8.26,1.016
2025-09-12,Hyderabad,25.95,69.13,8.06,1.018
2025-09-13,Hyderabad,27.4,59.39,4.25,1.025
2025-09-14,Hyderabad,26.16,53.93,6.44,1.018
2025-09-15,Hyderabad,25.06,61.14,10.67,1.0
2025-09-16,Hyderabad,24.01,65.48,8.65,1.015
2025-09-17,Hyderabad,27.41,65.41,8.85,1.007
2025-09-18,Hyderabad,25.7,64.86,8.3,1.018
2025-09-19,Hyderabad,26.67,64.48,6.25,1.011
2025-09-20,Hyderabad,25.49,65.37,12.28,1.005
2025-09-21,Hyderabad,26.38,70.63,8.07,1.033
2025-09-22,Hyderabad,24.77,66.16,6.27,1.006
2025-09-23,Hyderabad,26.01,69.29,8.51,1.023
2025-09-24,Hyderabad,25.31,62.22,13.28,1.014
2025-09-25,Hyderabad,24.06,60.05,5.98,1.019
2025-09-26,Hyderabad,24.76,64.98,7.74,1.017
2025-09-27,Hyderabad,23.79,57.76,8.32,1.016
2025-09-28,Hyderabad,26.15,59.36,9.22,1.003
2025-07-01,Pune,28.7,58.89,10.53,1.016
2025-07-02,Pune,30.88,72.04,13.55,0.993
2025-07-03,Pune,28.12,60.86,6.22,0.999
2025-07-04,Pune,28.93,57.26,8.6,1.011
2025-07-05,Pune,30.43,67.6,9.13,1.006
2025-07-06,Pune,33.64,65.96,4.2,1.0
2025-07-07,Pune,25.84,64.66,7.68,1.005
2025-07-08,Pune,33.28,67.85,9.38,1.001
2025-07-09,Pune,27.19,64.78,8.27,0.991
2025-07-10,Pune,28.76,64.64,7.5,1.002
2025-07-11,Pune,27.97,63.49,8.11,1.016
2025-07-12,Pune,31.15,62.79,7.01,1.014
2025-07-13,Pune,30.14,61.95,9.51,1.02
2025-07-14,Pune,31.43,75.23,6.19,1.01
2025-07-15,Pune,28.81,63.97,6.63,0.995
2025-07-16,Pune,28.9,59.95,8.1,1.002
2025-07-17,Pune,26.45,65.96,8.23,1.016
2025-07-18,Pune,32.95,66.22,8.9,0.999
2025-07-19,Pune,25.94,74.05,6.08,1.0
2025-07-20,Pune,28.37,64.01,6.12,1.007
2025-07-21,Pune,30.85,59.72,5.14,1.019
2025-07-22,Pune,29.31,60.83,4.76,1.003
2025-07-23,Pune,28.15,71.55,5.85,1.009
2025-07-24,Pune,29.54,50.27,9.99,0.998
2025-07-25,Pune,28.79,66.04,10.1,1.016
2025-07-26,Pune,23.31,59.85,8.2,1.008
2025-07-27,Pune,28.96,69.29,9.14,1.008
2025-07-28,Pune,24.25,61.82,8.76,0.999
2025-07-29,Pune,29.14,70.01,8.18,0.979
2025-07-30,Pune,25.26,75.87,6.83,0.99
2025-07-31,Pune,30.23,64.64,10.14,1.013
2025-08-01,Pune,28.62,66.73,9.32,1.033
2025-08-02,Pune,29.58,55.07,8.82,1.021
2025-08-03,Pune,29.99,62.0,10.26,1.019
2025-08-04,Pune,32.67,60.06,6.91,1.007
2025-08-05,Pune,26.49,59.22,2.4,1.006
2025-08-06,Pune,28.15,61.6,11.8,1.01
2025-08-07,Pune,29.93,66.12,9.58,1.013
2025-08-08,Pune,30.04,64.89,8.92,1.014
2025-08-09,Pune,26.67,66.99,12.39,1.007
2025-08-10,Pune,28.03,72.1,10.21,1.01
2025-08-11,Pune,22.37,67.66,3.49,1.025
2025-08-12,Pune,27.42,70.55,6.12,0.994
2025-08-13,Pune,27.55,64.35,6.94,1.011
2025-08-14,Pune,32.52,69.56,10.03,1.018
2025-08-15,Pune,29.89,63.42,3.82,1.008
2025-08-16,Pune,28.51,58.74,7.57,1.003
2025-08-17,Pune,29.84,69.05,9.23,1.016
2025-08-18,Pune,26.71,65.74,5.56,0.988
2025-08-19,Pune,27.04,66.5,10.34,1.026
2025-08-20,Pune,29.83,58.57,7.22,1.015
2025-08-21,Pune,31.71,73.44,10.16,1.006
2025-08-22,Pune,24.84,69.29,5.72,1.008
2025-08-23,Pune,26.33,74.11,7.22,0.986
2025-08-24,Pune,27.53,60.36,8.01,1.009
2025-08-25,Pune,25.93,69.3,4.86,1.005
2025-08-26,Pune,27.81,60.87,4.71,1.017
2025-08-27,Pune,28.64,64.29,4.0,1.017
2025-08-28,Pune,23.04,66.41,6.15,0.998
2025-08-29,Pune,25.44,63.46,6.64,1.016
2025-08-30,Pune,25.39,70.44,8.49,1.003
2025-08-31,Pune,24.52,54.67,8.51,1.006
2025-09-01,Pune,21.47,61.34,6.12,1.026
2025-09-02,Pune,22.78,55.91,10.15,1.024
2025-09-03,Pune,24.66,60.76,9.16,0.987
2025-09-04,Pune,22.4,62.87,11.03,1.006
2025-09-05,Pune,26.29,71.36,12.14,1.004
2025-09-06,Pune,26.03,75.49,4.88,1.02
2025-09-07,Pune,24.0,65.17,7.44,1.0
2025-09-08,Pune,24.04,66.21,9.92,1.009
2025-09-09,Pune,26.12,67.98,5.98,1.017
2025-09-10,Pune,27.6,80.18,7.17,1.005
2025-09-11,Pune,27.47,69.47,6.86,1.006
2025-09-12,Pune,26.99,59.59,7.1,1.011
2025-09-13,Pune,27.88,60.93,4.24,0.991
2025-09-14,Pune,23.35,56.68,7.62,0.998
2025-09-15,Pune,24.44,59.91,7.05,1.023
2025-09-16,Pune,27.16,64.65,7.0,1.006
2025-09-17,Pune,26.47,68.06,6.11,1.01
2025-09-18,Pune,21.74,65.83,9.45,1.007
2025-09-19,Pune,29.42,59.27,8.36,1.01
2025-09-20,Pune,25.57,63.87,8.14,1.018
2025-09-21,Pune,28.52,64.54,9.56,1.003
2025-09-22,Pune,27.28,59.98,10.11,1.032
2025-09-23,Pune,25.5,51.4,6.83,1.022
2025-09-24,Pune,26.84,66.05,9.94,1.015
2025-09-25,Pune,28.16,70.07,10.97,1.014
2025-09-26,Pune,27.53,62.71,6.72,1.027
2025-09-27,Pune,26.14,69.39,8.17,1.004
2025-09-28,Pune,25.73,73.17,9.04,0.993
2025-07-01,Ahmedabad,29.0,74.79,7.42,0.992
2025-07-02,Ahmedabad,33.15,68.19,7.71,1.006
2025-07-03,Ahmedabad,31.46,60.84,10.15,1.015
2025-07-04,Ahmedabad,29.71,64.97,7.5,1.02
2025-07-05,Ahmedabad,27.42,54.36,9.08,1.016
2025-07-06,Ahmedabad,30.05,66.54,7.21,1.018
2025-07-07,Ahmedabad,28.93,61.17,7.23,1.03
2025-07-08,Ahmedabad,25.48,67.09,4.49,1.009
2025-07-09,Ahmedabad,28.01,51.58,8.63,1.006
2025-07-10,Ahmedabad,24.61,69.13,10.72,1.025
2025-07-11,Ahmedabad,29.46,64.37,10.51,1.027
2025-07-12,Ahmedabad,30.94,58.44,8.25,1.014
2025-07-13,Ahmedabad,24.99,66.91,12.39,1.016
2025-07-14,Ahmedabad,31.49,65.19,7.7,1.014
2025-07-15,Ahmedabad,26.84,58.31,10.38,1.024
2025-07-16,Ahmedabad,26.43,69.9,7.67,1.013
2025-07-17,Ahmedabad,29.26,70.06,8.01,1.024
2025-07-18,Ahmedabad,28.89,67.84,6.18,1.032
2025-07-19,Ahmedabad,29.15,68.37,4.63,1.002
2025-07-20,Ahmedabad,30.62,65.81,4.02,1.02
2025-07-21,Ahmedabad,26.99,72.56,7.67,1.012
2025-07-22,Ahmedabad,30.37,58.71,5.86,1.008
2025-07-23,Ahmedabad,29.6,56.11,4.51,1.018
2025-07-24,Ahmedabad,26.68,61.74,4.14,1.003
2025-07-25,Ahmedabad,27.81,69.68,6.31,1.027
2025-07-26,Ahmedabad,26.39,59.99,10.92,1.012
2025-07-27,Ahmedabad,26.59,63.16,10.56,1.025
2025-07-28,Ahmedabad,26.0,63.84,8.03,1.0
2025-07-29,Ahmedabad,27.46,64.13,10.13,1.022
2025-07-30,Ahmedabad,26.85,62.81,9.18,1.004
2025-07-31,Ahmedabad,28.63,63.57,5.91,1.0
2025-08-01,Ahmedabad,30.28,63.15,11.13,1.005
2025-08-02,Ahmedabad,27.91,78.45,5.73,0.991
2025-08-03,Ahmedabad,29.85,59.13,7.81,1.004
2025-08-04,Ahmedabad,27.75,58.39,7.49,1.014
2025-08-05,Ahmedabad,25.14,59.89,7.15,0.996
2025-08-06,Ahmedabad,26.26,64.81,7.05,1.007
2025-08-07,Ahmedabad,27.0,60.16,9.23,1.024
2025-08-08,Ahmedabad,26.06,67.0,7.37,1.014
2025-08-09,Ahmedabad,30.07,67.15,4.3,1.015
2025-08-10,Ahmedabad,29.35,62.76,9.84,1.003
2025-08-11,Ahmedabad,23.86,64.94,4.34,1.008
2025-08-12,Ahmedabad,29.35,52.63,5.29,1.0
2025-08-13,Ahmedabad,26.6,61.9,10.65,1.02
2025-08-14,Ahmedabad,27.66,64.97,8.64,1.001
2025-08-15,Ahmedabad,28.34,57.42,9.52,1.022
2025-08-16,Ahmedabad,26.99,63.04,8.65,0.981
2025-08-17,Ahmedabad,27.13,63.41,7.75,1.017
2025-08-18,Ahmedabad,26.33,57.25,7.57,1.011
2025-08-19,Ahmedabad,26.66,65.06,9.93,0.999
2025-08-20,Ahmedabad,26.74,71.83,4.38,1.012
2025-08-21,Ahmedabad,25.17,61.87,6.04,1.008
2025-08-22,Ahmedabad,29.98,56.51,5.51,0.997
2025-08-23,Ahmedabad,29.71,61.32,7.8,1.006
2025-08-24,Ahmedabad,24.32,62.68,12.77,1.024
2025-08-25,Ahmedabad,24.46,67.98,6.19,0.992
2025-08-26,Ahmedabad,28.17,71.05,9.94,1.005
2025-08-27,Ahmedabad,25.76,68.59,8.63,1.006
2025-08-28,Ahmedabad,22.81,64.78,10.01,0.998
2025-08-29,Ahmedabad,27.29,66.08,9.35,1.019
2025-08-30,Ahmedabad,24.59,54.39,6.78,1.019
2025-08-31,Ahmedabad,24.86,59.93,4.21,1.028
2025-09-01,Ahmedabad,27.56,68.71,9.78,1.016
2025-09-02,Ahmedabad,25.39,63.11,6.99,1.036
2025-09-03,Ahmedabad,26.96,61.31,8.78,1.0
2025-09-04,Ahmedabad,28.82,60.13,8.85,1.021
2025-09-05,Ahmedabad,26.55,64.66,7.87,1.009
2025-09-06,Ahmedabad,24.6,61.4,10.81,1.009
2025-09-07,Ahmedabad,24.15,61.0,10.05,1.017
2025-09-08,Ahmedabad,26.82,62.55,9.0,1.004
2025-09-09,Ahmedabad,25.15,69.91,9.6,1.0
2025-09-10,Ahmedabad,23.94,64.75,11.3,0.991
2025-09-11,Ahmedabad,26.18,55.84,6.58,1.006
2025-09-12,Ahmedabad,24.76,60.89,7.86,1.005
2025-09-13,Ahmedabad,22.66,68.77,9.35,1.018
2025-09-14,Ahmedabad,22.48,65.89,9.2,1.0
2025-09-15,Ahmedabad,25.56,63.4,11.53,1.029
2025-09-16,Ahmedabad,22.2,79.06,6.02,1.02
2025-09-17,Ahmedabad,27.45,58.12,8.84,1.009
2025-09-18,Ahmedabad,26.6,65.48,10.24,1.011
2025-09-19,Ahmedabad,25.14,70.67,9.01,1.017
2025-09-20,Ahmedabad,24.13,57.82,6.71,1.004
2025-09-21,Ahmedabad,27.02,69.95,7.54,1.024
2025-09-22,Ahmedabad,28.18,65.55,6.21,1.026
2025-09-23,Ahmedabad,25.31,64.85,7.17,1.001
2025-09-24,Ahmedabad,22.49,67.89,6.28,1.041
2025-09-25,Ahmedabad,23.24,56.55,8.87,1.025
2025-09-26,Ahmedabad,25.54,67.53,4.16,1.003
2025-09-27,Ahmedabad,23.26,52.72,8.08,0.988
2025-09-28,Ahmedabad,22.76,60.87,6.19,1.014
2025-07-01,Jaipur,29.26,68.29,9.16,1.021
2025-07-02,Jaipur,28.58,64.75,8.68,1.011
2025-07-03,Jaipur,27.72,60.93,6.02,1.014
2025-07-04,Jaipur,28.26,58.95,6.33,0.998
2025-07-05,Jaipur,30.33,63.4,5.93,1.018
2025-07-06,Jaipur,27.19,54.49,9.7,1.005
2025-07-07,Jaipur,27.42,63.17,9.94,1.01
2025-07-08,Jaipur,25.77,66.19,6.68,1.029
2025-07-09,Jaipur,28.1,49.52,8.37,1.029
2025-07-10,Jaipur,31.19,73.91,5.61,1.019
2025-07-11,Jaipur,26.52,64.27,5.11,1.004
2025-07-12,Jaipur,26.55,68.32,9.26,1.013
2025-07-13,Jaipur,25.13,61.06,6.16,1.019
2025-07-14,Jaipur,30.12,69.26,6.14,0.983
2025-07-15,Jaipur,24.16,71.46,6.85,1.002
2025-07-16,Jaipur,30.91,70.52,7.7,1.007
2025-07-17,Jaipur,27.3,64.29,10.85,1.014
2025-07-18,Jaipur,28.95,69.94,5.32,1.018
2025-07-19,Jaipur,26.84,47.83,3.4,1.0
2025-07-20,Jaipur,28.43,63.61,8.02,1.03
2025-07-21,Jaipur,24.76,62.76,8.26,1.003
2025-07-22,Jaipur,27.29,53.33,10.47,1.003
2025-07-23,Jaipur,31.23,62.73,9.71,1.009
2025-07-24,Jaipur,27.05,59.42,7.89,1.013
2025-07-25,Jaipur,25.47,62.18,6.43,1.033
2025-07-26,Jaipur,26.8,72.2,7.26,1.013
2025-07-27,Jaipur,24.27,60.24,8.08,1.026
2025-07-28,Jaipur,27.3,71.23,8.94,1.026
2025-07-29,Jaipur,26.68,77.27,6.68,1.002
2025-07-30,Jaipur,24.31,76.91,9.29,1.007
2025-07-31,Jaipur,29.17,67.05,11.59,0.995
2025-08-01,Jaipur,26.08,60.15,3.71,1.021
2025-08-02,Jaipur,26.01,67.36,12.37,1.006
2025-08-03,Jaipur,25.65,63.64,9.63,1.004
2025-08-04,Jaipur,25.17,69.27,8.41,0.99
2025-08-05,Jaipur,23.93,71.93,8.46,1.002
2025-08-06,Jaipur,25.98,63.01,9.13,0.996
2025-08-07,Jaipur,24.58,64.56,7.45,1.016
2025-08-08,Jaipur,23.75,65.07,9.84,1.015
2025-08-09,Jaipur,26.43,62.35,5.98,1.009
2025-08-10,Jaipur,28.62,62.21,5.87,1.005
2025-08-11,Jaipur,26.45,60.69,8.62,1.015
2025-08-12,Jaipur,27.77,71.47,9.65,1.001
2025-08-13,Jaipur,24.14,62.47,6.75,0.999
2025-08-14,Jaipur,25.01,60.08,6.31,1.007
2025-08-15,Jaipur,28.2,64.12,12.6,1.012
2025-08-16,Jaipur,25.22,62.95,8.17,1.014
2025-08-17,Jaipur,29.9,57.85,9.37,1.012
2025-08-18,Jaipur,22.56,67.55,10.19,1.001
2025-08-19,Jaipur,25.63,52.57,5.14,1.02
2025-08-20,Jaipur,24.67,56.27,8.11,1.005
2025-08-21,Jaipur,24.62,67.36,5.33,1.001
2025-08-22,Jaipur,25.83,68.74,10.13,1.003
2025-08-23,Jaipur,27.35,58.22,11.31,0.999
2025-08-24,Jaipur,28.09,58.99,11.68,1.016
2025-08-25,Jaipur,23.36,59.79,9.22,1.021
2025-08-26,Jaipur,25.21,63.19,9.17,1.011
2025-08-27,Jaipur,22.73,58.05,8.12,1.022
2025-08-28,Jaipur,28.51,67.6,8.23,1.017
2025-08-29,Jaipur,23.9,62.01,6.01,0.998
2025-08-30,Jaipur,25.87,64.04,9.03,1.015
2025-08-31,Jaipur,25.65,66.27,7.57,1.014
2025-09-01,Jaipur,23.68,65.14,8.99,1.003
2025-09-02,Jaipur,25.2,59.18,6.6,0.999
2025-09-03,Jaipur,27.6,69.32,8.73,1.03
2025-09-04,Jaipur,24.66,81.12,7.2,1.013
2025-09-05,Jaipur,24.21,65.16,9.33,1.009
2025-09-06,Jaipur,28.53,64.36,8.2,1.001
2025-09-07,Jaipur,25.78,62.12,6.44,1.002
2025-09-08,Jaipur,30.26,61.35,4.74,1.003
2025-09-09,Jaipur,24.79,66.21,8.76,1.017
2025-09-10,Jaipur,23.58,64.97,5.9,1.004
2025-09-11,Jaipur,23.01,55.8,9.78,1.017
2025-09-12,Jaipur,26.78,63.16,9.21,0.992
2025-09-13,Jaipur,26.53,63.99,8.91,1.014
2025-09-14,Jaipur,22.81,53.94,6.23,1.016
2025-09-15,Jaipur,26.14,54.72,5.69,1.003
2025-09-16,Jaipur,24.03,54.75,4.81,1.002
2025-09-17,Jaipur,24.9,55.84,7.42,1.021
2025-09-18,Jaipur,22.11,61.69,9.7,1.006
2025-09-19,Jaipur,23.55,69.91,7.04,1.021
2025-09-20,Jaipur,25.54,60.87,8.61,1.013
2025-09-21,Jaipur,26.72,59.64,7.74,1.009
2025-09-22,Jaipur,26.07,56.78,9.69,1.015
2025-09-23,Jaipur,22.02,70.18,12.12,1.02
2025-09-24,Jaipur,27.5,63.44,4.33,0.992
2025-09-25,Jaipur,25.15,59.37,5.83,1.009
2025-09-26,Jaipur,25.86,54.21,6.76,1.025
2025-09-27,Jaipur,22.48,68.14,6.68,1.015
2025-09-28,Jaipur,26.82,67.37,9.47,0.998
2025-07-01,Lucknow,30.89,57.83,8.18,1.013
2025-07-02,Lucknow,29.57,64.97,5.97,0.997
2025-07-03,Lucknow,30.27,64.06,9.96,1.01
2025-07-04,Lucknow,25.65,68.74,6.92,1.013
2025-07-05,Lucknow,27.09,72.81,5.9,1.007
2025-07-06,Lucknow,28.54,56.39,8.32,1.026
2025-07-07,Lucknow,27.27,65.32,2.16,1.01
2025-07-08,Lucknow,27.56,58.04,9.82,1.007
2025-07-09,Lucknow,27.76,60.68,3.82,0.999
2025-07-10,Lucknow,29.97,50.29,6.13,1.006
2025-07-11,Lucknow,31.47,67.56,6.54,1.023
2025-07-12,Lucknow,26.43,69.0,4.94,1.021
2025-07-13,Lucknow,27.03,56.77,7.22,1.013
2025-07-14,Lucknow,26.79,66.27,6.49,1.016
2025-07-15,Lucknow,28.59,62.58,6.77,1.012
2025-07-16,Lucknow,28.74,75.32,9.54,1.02
2025-07-17,Lucknow,33.75,66.04,8.63,1.017
2025-07-18,Lucknow,25.49,60.28,6.65,1.016
2025-07-19,Lucknow,27.1,63.78,9.83,1.019
2025-07-20,Lucknow,27.05,58.93,9.93,1.018
2025-07-21,Lucknow,24.1,61.07,7.99,1.018
2025-07-22,Lucknow,29.07,64.65,8.83,1.011
2025-07-23,Lucknow,25.84,61.38,7.7,1.01
2025-07-24,Lucknow,23.35,60.56,7.77,1.007
2025-07-25,Lucknow,26.56,65.87,5.5,0.994
2025-07-26,Lucknow,26.3,67.53,11.03,1.018
2025-07-27,Lucknow,23.99,61.55,8.17,1.012
2025-07-28,Lucknow,27.95,57.44,7.79,1.014
2025-07-29,Lucknow,28.46,58.11,6.97,0.983
2025-07-30,Lucknow,25.5,59.8,5.62,1.012
2025-07-31,Lucknow,26.57,49.39,8.09,1.001
2025-08-01,Lucknow,27.6,55.25,7.72,1.007
2025-08-02,Lucknow,27.17,63.69,7.15,0.995
2025-08-03,Lucknow,23.55,59.44,7.64,1.004
2025-08-04,Lucknow,27.7,61.27,5.73,1.007
2025-08-05,Lucknow,26.84,64.9,11.41,1.003
2025-08-06,Lucknow,26.19,65.5,7.61,1.005
2025-08-07,Lucknow,23.18,59.88,5.51,0.993
2025-08-08,Lucknow,24.63,56.66,8.83,1.016
2025-08-09,Lucknow,24.36,61.38,3.94,1.005
2025-08-10,Lucknow,26.91,67.9,6.23,1.021
2025-08-11,Lucknow,23.03,55.46,9.08,1.027
2025-08-12,Lucknow,27.0,62.7,3.27,0.99
2025-08-13,Lucknow,26.22,60.8,5.45,1.011
2025-08-14,Lucknow,26.14,68.61,7.93,1.022
2025-08-15,Lucknow,25.87,62.25,9.79,1.0
2025-08-16,Lucknow,31.44,65.2,8.42,1.015
2025-08-17,Lucknow,29.51,67.7,4.45,1.024
2025-08-18,Lucknow,25.03,63.59,5.1,1.015
2025-08-19,Lucknow,24.36,63.55,7.09,1.029
2025-08-20,Lucknow,29.58,63.23,7.79,1.006
2025-08-21,Lucknow,27.79,60.97,6.81,1.02
2025-08-22,Lucknow,24.45,62.72,4.5,1.017
2025-08-23,Lucknow,29.37,67.27,10.58,1.002
2025-08-24,Lucknow,25.92,57.29,7.2,1.018
2025-08-25,Lucknow,25.61,54.47,5.03,0.996
2025-08-26,Lucknow,26.35,75.33,10.38,0.991
2025-08-27,Lucknow,28.17,68.56,4.57,1.007
2025-08-28,Lucknow,27.48,66.25,5.04,1.016
2025-08-29,Lucknow,20.97,61.61,9.93,1.01
2025-08-30,Lucknow,24.22,68.28,9.61,1.023
2025-08-31,Lucknow,26.93,69.43,9.12,1.013
2025-09-01,Lucknow,25.32,61.52,5.23,1.0
2025-09-02,Lucknow,24.55,64.39,10.54,1.01
2025-09-03,Lucknow,27.09,69.42,7.19,1.016
2025-09-04,Lucknow,24.56,70.88,8.93,0.998
2025-09-05,Lucknow,25.34,72.83,7.3,1.014
2025-09-06,Lucknow,26.08,56.73,8.68,0.996
2025-09-07,Lucknow,23.71,69.4,8.37,1.007
2025-09-08,Lucknow,25.83,62.59,7.68,1.017
2025-09-09,Lucknow,23.45,63.19,7.03,0.994
2025-09-10,Lucknow,23.04,72.36,8.43,0.997
2025-09-11,Lucknow,21.78,62.27,10.78,1.008
2025-09-12,Lucknow,27.45,65.06,8.6,0.997
2025-09-13,Lucknow,26.69,60.94,9.38,1.002
2025-09-14,Lucknow,25.15,65.06,7.35,1.014
2025-09-15,Lucknow,24.24,59.05,10.87,1.02
2025-09-16,Lucknow,23.24,66.36,6.17,0.998
2025-09-17,Lucknow,26.81,52.72,9.51,1.007
2025-09-18,Lucknow,24.3,65.4,8.82,1.002
2025-09-19,Lucknow,26.15,63.63,5.15,1.008
2025-09-20,Lucknow,27.46,73.01,9.09,0.998
2025-09-21,Lucknow,25.67,68.05,9.11,1.018
2025-09-22,Lucknow,25.4,62.51,6.44,0.991
2025-09-23,Lucknow,25.35,64.06,8.77,0.997
2025-09-24,Lucknow,25.95,75.27,7.81,1.009
2025-09-25,Lucknow,25.27,75.14,5.61,1.012
2025-09-26,Lucknow,23.04,59.66,7.56,1.023
2025-09-27,Lucknow,28.24,65.63,6.9,1.035
2025-09-28,Lucknow,23.78,59.52,4.11,1.024
2025-07-01,Kanpur,30.68,77.57,4.9,1.025
2025-07-02,Kanpur,28.82,67.9,4.38,1.025
2025-07-03,Kanpur,30.18,62.83,8.97,1.002
2025-07-04,Kanpur,27.38,60.28,3.97,1.019
2025-07-05,Kanpur,30.85,58.86,8.37,1.007
2025-07-06,Kanpur,29.06,59.3,5.91,1.021
2025-07-07,Kanpur,28.2,75.2,7.77,1.001
2025-07-08,Kanpur,30.72,66.85,9.13,1.022
2025-07-09,Kanpur,26.89,62.3,7.33,0.997
2025-07-10,Kanpur,27.6,71.08,8.15,0.997
2025-07-11,Kanpur,24.95,73.05,7.5,1.004
2025-07-12,Kanpur,27.44,54.2,10.52,1.006
2025-07-13,Kanpur,30.66,63.37,10.54,1.013
2025-07-14,Kanpur,29.56,67.38,8.92,1.013
2025-07-15,Kanpur,27.32,74.56,5.86,1.01
2025-07-16,Kanpur,27.75,65.48,6.82,1.013
2025-07-17,Kanpur,27.32,53.57,7.7,0.999
2025-07-18,Kanpur,24.12,63.89,8.65,1.015
2025-07-19,Kanpur,28.66,51.47,4.96,1.03
2025-07-20,Kanpur,25.36,66.73,6.3,1.011
2025-07-21,Kanpur,26.13,66.43,7.95,1.006
2025-07-22,Kanpur,25.23,64.67,5.25,1.014
2025-07-23,Kanpur,32.52,71.17,9.11,1.009
2025-07-24,Kanpur,23.32,55.13,10.24,1.002
2025-07-25,Kanpur,25.74,62.07,5.55,0.998
2025-07-26,Kanpur,26.97,57.72,6.2,1.002
2025-07-27,Kanpur,28.05,61.67,7.32,1.016
2025-07-28,Kanpur,26.66,61.4,8.62,1.017
2025-07-29,Kanpur,26.59,63.55,6.11,1.001
2025-07-30,Kanpur,28.36,65.73,8.59,1.013
2025-07-31,Kanpur,26.86,67.24,9.55,1.019
2025-08-01,Kanpur,26.5,71.39,8.13,1.016
2025-08-02,Kanpur,27.21,64.55,6.21,1.017
2025-08-03,Kanpur,32.28,60.82,7.82,1.006
2025-08-04,Kanpur,25.55,72.33,6.33,1.005
2025-08-05,Kanpur,23.3,58.52,4.26,1.016
2025-08-06,Kanpur,32.01,60.86,4.34,1.019
2025-08-07,Kanpur,24.91,70.86,7.11,1.004
2025-08-08,Kanpur,25.95,67.61,7.22,1.005
2025-08-09,Kanpur,25.85,55.43,8.47,0.992
2025-08-10,Kanpur,25.31,67.62,8.28,1.016
2025-08-11,Kanpur,26.01,70.08,9.53,1.014
2025-08-12,Kanpur,27.94,67.57,6.8,0.997
2025-08-13,Kanpur,26.88,66.34,9.86,1.001
2025-08-14,Kanpur,24.17,65.82,7.54,0.991
2025-08-15,Kanpur,26.69,51.95,5.79,1.024
2025-08-16,Kanpur,29.54,55.77,7.02,1.01
2025-08-17,Kanpur,29.4,60.11,6.72,1.025
2025-08-18,Kanpur,25.04,67.4,4.72,1.008
2025-08-19,Kanpur,22.43,56.73,9.36,1.01
2025-08-20,Kanpur,25.06,58.57,7.24,1.013
2025-08-21,Kanpur,27.62,47.31,6.01,1.012
2025-08-22,Kanpur,25.41,65.49,8.21,1.007
2025-08-23,Kanpur,24.51,61.59,9.97,1.003
2025-08-24,Kanpur,25.4,64.17,10.8,1.007
2025-08-25,Kanpur,27.4,70.46,7.55,1.008
2025-08-26,Kanpur,24.79,61.53,9.39,1.012
2025-08-27,Kanpur,25.88,56.31,5.74,1.031
2025-08-28,Kanpur,25.01,58.42,10.54,1.013
